,stock,description,tokenized_description
881,享受周期,"['农林牧渔', '行业', '2022', '年', '中期', '投资', '策略']","['农林牧渔', '行业', '2022', '年', '中期', '投资', '策略']"
882,保隆科技,"['空簧', '减振器', '总成', '再', '获', '定点', '空悬', '业务', '进入', '收获期']","['空簧', '减振器', '总成', '再', '获', '定点', '空悬', '业务', '进入', '收获期']"
883,新凤鸣,"['2Q22', '业绩', '预告', '符合', '预期', '长丝', '景气', '度', '仍', '在', '低位']","['2Q22', '业绩', '预告', '符合', '预期', '长丝', '景气', '度', '仍', '在', '低位']"
884,江阴银行,"['黑马', '正在', '蜕变', '成', '白马']","['黑马', '正在', '蜕变', '成', '白马']"
885,苏州银行,"['盈利', '能力', '提升', '资产', '质量', '显著', '改善']","['盈利', '能力', '提升', '资产', '质量', '显著', '改善']"
886,普源精电,"['夏季', '新品', '发布会', '召开', '注入', '成长', '新', '动能']","['夏季', '新品', '发布会', '召开', '注入', '成长', '新', '动能']"
887,顺丰控股,"['Q2', '主业', '盈利', '明显改善', '期待', '补偿性', '需求', '反弹']","['Q2', '主业', '盈利', '明显改善', '期待', '补偿性', '需求', '反弹']"
888,高测股份,"['扩产', '4000', '万公里', '金刚', '线', '强化', '光伏', '硅片', '切割', '三元', '布局']","['扩产', '4000', '万公里', '金刚', '线', '强化', '光伏', '硅片', '切割', '三元', '布局']"
889,卓越新能,"['生物', '柴油', '龙头企业', '减排', '东风', '助力', '成长']","['生物', '柴油', '龙头企业', '减排', '东风', '助力', '成长']"
890,壹石通公,"['重庆', '扩产', '配套', '西南', '客户', '能源', '成本', '优势', '大']","['重庆', '扩产', '配套', '西南', '客户', '能源', '成本', '优势', '大']"
891,洁美科技,"['纵横', '一体化', '载带', '龙头', '加码', '离型', '膜', '打开', '成长', '空间']","['纵横', '一体化', '载带', '龙头', '加码', '离型', '膜', '打开', '成长', '空间']"
892,康龙化成,"['22H1', '收入', '稳步增长', '多', '因素', '阶段性', '拖累', '利润', '增长']","['22H1', '收入', '稳步增长', '多', '因素', '阶段性', '拖累', '利润', '增长']"
893,康华生物,"['22H1', '业绩', '实现', '稳步增长', '人', '二倍体', '狂苗', '持续', '放量']","['22H1', '业绩', '实现', '稳步增长', '人', '二倍体', '狂苗', '持续', '放量']"
894,三一重工,"['行业', '底部', '有望', '开始', '反转', '激励', '计划', '彰显', '公司', '信心']","['行业', '底部', '有望', '开始', '反转', '激励', '计划', '彰显', '公司', '信心']"
895,厦钨新能,"['高', '电压', '为翼', '择', '三元', '铁锂', '高处', '而立']","['高', '电压', '为翼', '择', '三元', '铁锂', '高处', '而立']"
896,宏华数科,"['董事长', '增持', '股份', '彰显', '信心', '；', '下游', '需求', '边际', '改善', '已现']","['董事长', '增持', '股份', '彰显', '信心', '；', '下游', '需求', '边际', '改善', '已现']"
897,天孚通信,"['业绩', '略超', '预期', '同', '环比', '持续保持', '增长', '趋势']","['业绩', '略超', '预期', '同', '环比', '持续保持', '增长', '趋势']"
898,歌力思,"['疫情', '封城', '影响', '较大', '上半年', '业绩', '预减', '约', '75', '％']","['疫情', '封城', '影响', '较大', '上半年', '业绩', '预减', '约', '75', '％']"
899,三全食品,"['业绩', '超出', '预期', '盈利', '能力', '改善']","['业绩', '超出', '预期', '盈利', '能力', '改善']"
900,江山欧派,"['22Q2', '毛利率', '环比', '改善', '渠道', '结构', '持续', '优化']","['22Q2', '毛利率', '环比', '改善', '渠道', '结构', '持续', '优化']"
901,丽臣实业,"['活性剂', '主业', '优势', '突出', '高端', '发展', '路线', '成长', '空间', '广阔']","['活性剂', '主业', '优势', '突出', '高端', '发展', '路线', '成长', '空间', '广阔']"
902,中科创达,"['业绩', '略超', '预期', '关注', '自动', '驾驶', '进展']","['业绩', '略超', '预期', '关注', '自动', '驾驶', '进展']"
903,埃斯顿投,"['自主', '研发', '＋', '海外', '并购', '快速', '崛起', '的', '工业', '机器人', '龙头']","['自主', '研发', '＋', '海外', '并购', '快速', '崛起', '的', '工业', '机器人', '龙头']"
904,中国天楹,"['“', '环保', '＋', '新能源', '”', '双引擎', '驱动', '重力', '储能', '从', '0', '到', '1']","['“', '环保', '＋', '新能源', '”', '双引擎', '驱动', '重力', '储能', '从', '0', '到', '1']"
905,华熙生物,"['为什么', '我们', '认为', '当下', '市场', '存在', '预期', '差', '？']","['为什么', '我们', '认为', '当下', '市场', '存在', '预期', '差', '？']"
906,天孚通信,"['季度', '营收', '新高', '环比', '趋势', '确立', '—', '—', '2022', '年', '中报', '业绩', '快报', '点评']","['季度', '营收', '新高', '环比', '趋势', '确立', '—', '—', '2022', '年', '中报', '业绩', '快报', '点评']"
907,泉峰汽车,"['业绩', '短期', '承压', '传动', '与', '新能源', '业务', '增长', '逻辑', '不变']","['业绩', '短期', '承压', '传动', '与', '新能源', '业务', '增长', '逻辑', '不变']"
908,瑞纳智能,"['政策', '加码', '资金', '到位', '龙头', '业绩', '确定性', '高']","['政策', '加码', '资金', '到位', '龙头', '业绩', '确定性', '高']"
909,振华新材,"['单晶', '三元', '正极', '翘楚', '钠', '电', '再', '增', '第二', '增长极']","['单晶', '三元', '正极', '翘楚', '钠', '电', '再', '增', '第二', '增长极']"
910,华旺科技,"['新', '产能', '布局', '多', '品类', '特种纸', '赛道', '回购', '充分', '彰显', '增长', '信心']","['新', '产能', '布局', '多', '品类', '特种纸', '赛道', '回购', '充分', '彰显', '增长', '信心']"
911,深圳能源,"['聚焦', '成长', '的', '能源', '环保', '服务商']","['聚焦', '成长', '的', '能源', '环保', '服务商']"
912,Proy,['Proya'],['Proya']
913,横店影视,"['暑期', '档', '影院', '或迎', '复苏', '并购', '星轶', '有望', '提升', '市', '占']","['暑期', '档', '影院', '或迎', '复苏', '并购', '星轶', '有望', '提升', '市', '占']"
914,纳思达,"['利盟', '再融资', '助力', '发展']","['利盟', '再融资', '助力', '发展']"
915,精研科技,"['看好', '全年', '业绩', '增长', '铰链', '组装', '业务', '贡献', '新', '增量']","['看好', '全年', '业绩', '增长', '铰链', '组装', '业务', '贡献', '新', '增量']"
916,国防装备,"['国产', '大', '飞机']","['国产', '大', '飞机']"
917,周专题（,"['油脂', '成本', '回落', '对', '大众', '食品', '公司', '影响', '探讨']","['油脂', '成本', '回落', '对', '大众', '食品', '公司', '影响', '探讨']"
918,芯导科技,"['功率', '半导体', '“', '小', '巨人', '”', '功率', '器件', '与', '功率', 'IC', '双轮', '驱动', '—', '—', '公司', '首次', '覆盖', '报告']","['功率', '半导体', '“', '小', '巨人', '”', '功率', '器件', '与', '功率', 'IC', '双轮', '驱动', '—', '—', '公司', '首次', '覆盖', '报告']"
919,极米科技,"['景气', '度', '与', '关注度', '齐升']","['景气', '度', '与', '关注度', '齐升']"
920,益丰药房,"['收购', '唐山', '德顺', '堂', '重组', '后', '70', '％', '股权', '加强', '河北省', '内', '优势', '地位']","['收购', '唐山', '德顺', '堂', '重组', '后', '70', '％', '股权', '加强', '河北省', '内', '优势', '地位']"
921,天康生物,"['养殖', '成本', '下降', '明显', '疫苗', '有望', '迎', '改善']","['养殖', '成本', '下降', '明显', '疫苗', '有望', '迎', '改善']"
922,朗姿股份,"['医美', '终端', '龙头', '疫后', '复苏', '高', '景气']","['医美', '终端', '龙头', '疫后', '复苏', '高', '景气']"
923,洛阳钼业,"['全球', '矿业', '巨头', '产能', '扩张', '叠加', '行业', '景气', '助力', '成长']","['全球', '矿业', '巨头', '产能', '扩张', '叠加', '行业', '景气', '助力', '成长']"
924,派克新材,"['高端', '锻件', '核心', '供应商', '；', '大型', '模锻', '件', '有望', '开启', '第二', '成长', '曲线']","['高端', '锻件', '核心', '供应商', '；', '大型', '模锻', '件', '有望', '开启', '第二', '成长', '曲线']"
925,凯赛生物,"['推出', '新一轮', '股权', '激励', '方案', '激励', '范围', '大幅', '增加']","['推出', '新一轮', '股权', '激励', '方案', '激励', '范围', '大幅', '增加']"
926,轻工制造,"['至暗', '时刻', '已至', '修复', '趋势', '确定', '—', '—', '家居', '行业', '点评']","['至暗', '时刻', '已至', '修复', '趋势', '确定', '—', '—', '家居', '行业', '点评']"
927,拓荆科技,"['PECVD', '设备', '龙头', '国产', '替代', '迎来', '发展', '机遇']","['PECVD', '设备', '龙头', '国产', '替代', '迎来', '发展', '机遇']"
928,鼎通科技,"['布局', '海外', '产能', '加速', '客户', '拓展']","['布局', '海外', '产能', '加速', '客户', '拓展']"
929,江阴银行,"['营收', '表现', '亮眼', '资产', '质量', '向', '好']","['营收', '表现', '亮眼', '资产', '质量', '向', '好']"
930,天孚通信,"['光', '引擎', '持续', '放量', '激光雷达', '顺利', '突破']","['光', '引擎', '持续', '放量', '激光雷达', '顺利', '突破']"
931,迈为股份,"['业绩', '符合', '预期', '异质', '结', '项目', '持续', '落地', '保障', '公司业绩', '维持', '高增']","['业绩', '符合', '预期', '异质', '结', '项目', '持续', '落地', '保障', '公司业绩', '维持', '高增']"
932,中国长城,"['业绩', '短期', '承压', '长期', '将', '持续', '受益', '行业', '信创']","['业绩', '短期', '承压', '长期', '将', '持续', '受益', '行业', '信创']"
933,大北农,"['大北', '农拟', '控股', '鲜美', '种苗', '种业', '布局', '再下', '一城']","['大北', '农拟', '控股', '鲜美', '种苗', '种业', '布局', '再下', '一城']"
934,江阴银行,"['资产', '质量', '继续', '改善', '累积', '营收', '同比', '＋', '25.9', '％']","['资产', '质量', '继续', '改善', '累积', '营收', '同比', '＋', '25.9', '％']"
935,比音勒芬,"['6', '－', '7', '月', '零售', '强势', '复苏', '全年', '成长', '持续', '领跑']","['6', '－', '7', '月', '零售', '强势', '复苏', '全年', '成长', '持续', '领跑']"
936,苏州银行,"['ROE', '提升', '资产', '质量', '改善']","['ROE', '提升', '资产', '质量', '改善']"
937,苏州银行,"['业绩', '提升', '资产', '质量', '优异']","['业绩', '提升', '资产', '质量', '优异']"
938,福能股份,"['乘风破浪', '低碳', '转型']","['乘风破浪', '低碳', '转型']"
939,山东药玻,"['股权', '划转', '终止', '靴子', '落地', '公司', '治理', '确定性', '提升']","['股权', '划转', '终止', '靴子', '落地', '公司', '治理', '确定性', '提升']"
940,片仔癀,"['多核', '驱动', '增长', '稳健', '业绩', '预告', '符合', '预期']","['多核', '驱动', '增长', '稳健', '业绩', '预告', '符合', '预期']"
941,天孚通信,"['数通', '需求', '持续', '旺盛', '下半年', '激光雷达', '有望', '突破']","['数通', '需求', '持续', '旺盛', '下半年', '激光雷达', '有望', '突破']"
942,片仔癀,"['二季度', '因', '疫情', '放缓', '全年', '基调', '求稳']","['二季度', '因', '疫情', '放缓', '全年', '基调', '求稳']"
943,凯赛生物,"['股权', '激励', '方案', '落地', '生物', '基', '聚酰胺', '成长', '可', '期']","['股权', '激励', '方案', '落地', '生物', '基', '聚酰胺', '成长', '可', '期']"
944,东软集团,"['软件', '能力', '为', '根基', '座舱', '智能化', '新', '领军']","['软件', '能力', '为', '根基', '座舱', '智能化', '新', '领军']"
945,杭氧股份,"['工业气体', '龙头', '护城河', '稳固', '“', '授之渔', '”', '转型', '“', '授之鱼', '”', '迎来', '发展', '契机']","['工业气体', '龙头', '护城河', '稳固', '“', '授之渔', '”', '转型', '“', '授之鱼', '”', '迎来', '发展', '契机']"
946,苏州银行,"['存贷', '两旺营', '收超', '预期', '资产', '质量', '跻身', '头部']","['存贷', '两旺营', '收超', '预期', '资产', '质量', '跻身', '头部']"
947,首旅酒店,"['疫情', '影响', '上半年', '业绩', '显著', '承压', 'Q2', '亏损', '环比', '收窄']","['疫情', '影响', '上半年', '业绩', '显著', '承压', 'Q2', '亏损', '环比', '收窄']"
948,锦江酒店,"['Q2', '业绩', '超', '预期', '看好', '复苏', '逻辑', '持续', '演绎']","['Q2', '业绩', '超', '预期', '看好', '复苏', '逻辑', '持续', '演绎']"
949,分众传媒,"['受', '疫情', '扰动', '业绩', '短期', '承压', '静待疫', '后', '消费', '回暖', '业绩', '修复']","['受', '疫情', '扰动', '业绩', '短期', '承压', '静待疫', '后', '消费', '回暖', '业绩', '修复']"
950,英搏尔,"['定增', '落地', '扩产', '快速', '推进']","['定增', '落地', '扩产', '快速', '推进']"
951,健民集团,"['克服', '疫情', '稳定增长', '健民', '大鹏', '贡献', '突出']","['克服', '疫情', '稳定增长', '健民', '大鹏', '贡献', '突出']"
952,多氟多首,"['六', '氟', '磷酸', '锂', '价格', '有望', '触底', '反弹']","['六', '氟', '磷酸', '锂', '价格', '有望', '触底', '反弹']"
953,聚光科技,"['发布', '2022', '年', '员工', '持股', '计划', '草案', '强化', '骨干', '人员', '绑定']","['发布', '2022', '年', '员工', '持股', '计划', '草案', '强化', '骨干', '人员', '绑定']"
954,戎美股份,"['优质', '线上', '服饰品牌', '供应链', '优势', '明显']","['优质', '线上', '服饰品牌', '供应链', '优势', '明显']"
